uid,true_label,gemini_label,correct
c9b3d157-e621-42a5-8e58-1ab1c2e4a97c,no-damage,no-damage,True
9b79081f-b8bb-46a6-bb6d-1690dacba610,no-damage,no-damage,True
18a34c86-f3d5-4e8d-8446-1fc880fabace,no-damage,no-damage,True
85c7524b-392c-447c-92b1-465dca6fa4c4,no-damage,no-damage,True
2f429c54-c4f7-48bc-a6fe-dd2860e6686e,no-damage,no-damage,True
58baa20f-5a4c-4e11-bf04-84a3e39f5b97,no-damage,no-damage,True
71d700c7-1223-4ad5-a6be-08b53c241cd0,no-damage,no-damage,True
4994f944-28cd-45f8-9b85-b658d51d99bc,no-damage,no-damage,True
ea7c243e-d1eb-4609-968b-deef639d1bb3,no-damage,destroyed,False
ec6aabb1-c3d6-4645-9f6d-03d4fdfe0f44,no-damage,no-damage,True
17c18d2b-c2a7-4b00-959b-75a0e27cf87f,no-damage,no-damage,True
e400ee7e-e3ea-432e-b951-f9d0138a8470,no-damage,no-damage,True
cf79445e-ecb1-4017-8e2a-5dd504687256,no-damage,no-damage,True
2fbf609d-a36d-42ef-ad8f-fb408dbc9b3b,no-damage,no-damage,True
7b0b75e3-1802-44ad-b735-f1679d586ce9,no-damage,destroyed,False
3dffc60e-2485-49af-96ed-ed419d9184cb,no-damage,no-damage,True
c1817b7f-97d1-4208-bbfa-2d2a9b8e9a07,no-damage,no-damage,True
33eaab50-b2d4-46f1-90f9-03ea9885d330,no-damage,no-damage,True
62a79aa3-1f5d-45cc-bb57-75b40f9e25df,no-damage,no-damage,True
f3eb8d72-f2a5-4b3d-99ec-309003006687,no-damage,no-damage,True
77c6002c-9589-462c-b75d-257575b4b402,no-damage,no-damage,True
36eef939-aadd-448e-8934-5a1b6cdd0833,no-damage,major-damage,False
f41834a1-4012-4f7a-b2e9-7b194dfa66d0,destroyed,destroyed,True
6e3ad4b4-3488-4365-b02d-ec94c582d755,destroyed,no-damage,False
6a815e8c-9424-4558-8433-073e549e8392,destroyed,destroyed,True
15729a9d-87be-470e-9626-0fa1763aab65,un-classified,no-damage,False
8787deba-4868-4120-838e-ca2ba4477b6a,destroyed,destroyed,True
79fbda36-3977-427d-99fd-5d383de36432,destroyed,destroyed,True
21a27d5b-34d3-4c53-80c1-23d559d2c9f2,destroyed,no-damage,False
53a5138a-7847-476e-989c-07f68cedd38c,destroyed,destroyed,True
bed695f9-687f-41e3-a5fd-990d79a3a6d4,destroyed,destroyed,True
afdb5393-2ba5-4077-8f4f-557ed4020d0c,destroyed,no-damage,False
4d98fcb5-dafe-4fe0-8427-1f4ea6f09602,destroyed,destroyed,True
46d0f72c-450b-479c-9550-032c409e8762,destroyed,destroyed,True
40cae32a-e3b0-4361-b6c8-67ec42697d39,destroyed,no-damage,False
0dfba5e1-ebd8-4f20-8eab-83074dcfdf9f,destroyed,no-damage,False
e79a7833-81db-4057-bf4f-c0fca9a1ad23,destroyed,destroyed,True
57987f4b-69cc-4107-bb96-ff605b732981,destroyed,destroyed,True
9b2d21d7-972c-497d-a0f0-350befb22277,destroyed,no-damage,False
2f4bedba-7d3a-43ac-a3d9-1ae791bcb803,destroyed,destroyed,True
c441d4f3-3d24-4311-b1c4-f37491856f08,destroyed,destroyed,True
783cec01-c650-4ed7-a371-28394cb43997,destroyed,destroyed,True
9fe5880d-092b-493c-9be5-ef8890b4e88b,destroyed,destroyed,True
93de423c-62a8-419e-bf7d-c8f49badc220,destroyed,no-damage,False
768072cc-8bbe-430f-ab50-76e180c36d24,destroyed,destroyed,True
bd33bd48-0e01-42bf-8203-1dbd485dfcea,destroyed,destroyed,True
1c38d3b5-1157-4abe-9d51-a52b65ec14d8,destroyed,destroyed,True
0bf42825-d2a6-4078-877f-5b3c4cecc3ae,destroyed,destroyed,True
cf921f3a-df19-45ae-b25a-f88643a564f2,destroyed,no-damage,False
ee8df354-8243-40ce-9de7-ffb2e5fbdec6,destroyed,destroyed,True
21528b8b-22af-402d-9ddf-e3a163793fba,destroyed,destroyed,True
1ae44cfa-2b3d-4cde-ab25-28ac24a9a304,destroyed,destroyed,True
0c8c92d5-5a3c-46df-9261-43921e1515d5,destroyed,destroyed,True
78a13292-bd48-448e-a9bc-c7ed4dbaa2f6,destroyed,no-damage,False
45769d53-3300-4dca-843d-c4cf89173a3d,destroyed,no-damage,False
f9f2d840-b728-489f-8621-ec57ec6cc5e3,destroyed,destroyed,True
1693714f-b1a1-461e-9ae3-7147209d6102,destroyed,no-damage,False
70a0c1e6-547a-4bf9-87d2-793fa901b2cc,no-damage,no-damage,True
3e411459-86a1-4a94-8ba5-13bc1484de3b,no-damage,no-damage,True
f33e6bc3-7f61-4468-9a6e-b3edf02b2cb9,no-damage,no-damage,True
ae75c2eb-34da-4f75-940a-2ab67a0df239,no-damage,no-damage,True
ba016fc5-f5a8-4800-a2db-3b690f11a9ce,no-damage,no-damage,True
f67aeb1c-39cb-4bbe-8fab-995de195fd22,no-damage,no-damage,True
2cb6a7f7-5fe2-41d5-9daa-56513b088af1,no-damage,no-damage,True
9ceede2f-e526-48a7-b022-e55a054acff9,no-damage,no-damage,True
28e8efe0-d324-455b-9eb9-12f02702b42d,no-damage,no-damage,True
e138ba24-3f17-4a99-b551-71db21f2ef6c,destroyed,destroyed,True
4b64477f-ccce-4c2f-9105-e872d1ba9f98,destroyed,no-damage,False
deaa7b0d-f500-4e0e-bdd3-f186544d34fc,destroyed,no-damage,False
24dd85d1-4b4d-4618-a88d-84fa9bd83725,destroyed,no-damage,False
d9bf57a1-34bd-4119-8230-47a9726a3105,destroyed,destroyed,True
6c241232-6b46-4f0f-8aae-a0a4ca2d9370,destroyed,destroyed,True
aa10c2ef-6cd8-4abb-a2e7-194d21b470d9,destroyed,no-damage,False
f73d9501-6277-421e-9d88-fb41ef86354c,destroyed,no-damage,False
58bfe412-ae1b-4b85-b6db-013d83d7af2c,destroyed,destroyed,True
54eb9f00-3ce8-430e-94de-2f4de9096548,destroyed,no-damage,False
d3bee9da-f0ce-40fb-b145-2418483c5eb7,destroyed,destroyed,True
76634922-57d4-4660-b24b-3c2d3cebc3ef,destroyed,destroyed,True
e64bd774-b4cc-4baa-934f-e92788566a2a,destroyed,no-damage,False
54ae0b3b-0f6c-43b5-a068-0fd428d1b81f,destroyed,destroyed,True
2ffefdbc-b60c-4cbb-a684-78568adeeb80,destroyed,no-damage,False
308092b2-3be0-4d24-b3f6-686b4717a35c,destroyed,no-damage,False
6c42dd22-52d1-4e7c-bd09-39fd7252b802,destroyed,no-damage,False
eb308829-aa3b-4252-a366-a67532bc9659,destroyed,no-damage,False
9e34a306-5ac3-48be-908b-45d8be2073b2,destroyed,destroyed,True
2852c0b6-974c-4028-84d7-bded9bb17caf,destroyed,destroyed,True
ec37f00c-727f-4389-9ee2-8baea3d74b07,destroyed,destroyed,True
ec363c91-b337-4a06-a189-141afc548d14,destroyed,no-damage,False
ff62cc83-1b27-46fb-b634-22659ce5ab3c,destroyed,destroyed,True
4efd3f7f-399c-43f6-8bda-102aba5d76e4,destroyed,destroyed,True
517457d9-ecbe-4f6c-ae72-bb9fe310aea7,destroyed,no-damage,False
24036cb8-f8b4-4862-80f5-a6ee35d7d8f5,destroyed,destroyed,True
6777fdf3-1dab-43fd-b24d-1c0735fc4524,destroyed,destroyed,True
4d4df550-c1b7-4e04-9783-f046d81e6a39,destroyed,destroyed,True
6e7efab1-35c2-44c2-af76-c915da3f71c7,destroyed,destroyed,True
43616e89-f73f-41c5-89a6-bc41d2a0d274,destroyed,destroyed,True
810e2b2d-ba17-400e-b8bb-89abc6315771,destroyed,destroyed,True
291f9a4a-7ff1-4ffc-8c18-8ed223716433,destroyed,destroyed,True
94a35187-dd97-41c3-a9dd-c59a440ce91f,destroyed,destroyed,True
bb61474d-1ef2-45c1-99cc-e24d9bc31870,destroyed,destroyed,True
9f91381a-c224-49b7-81d9-e0728cd1f6b5,destroyed,destroyed,True
9728edf6-3ded-4f15-9467-5c6f4103842e,destroyed,destroyed,True
493cfdf1-f14f-4163-9e1d-5ef8e458a8d0,destroyed,major-damage,False
23b20e4a-7f1c-48a4-8c0a-52f24e6e2ec2,destroyed,destroyed,True
c893e43d-b910-44d3-9a48-2c9a9257e0b5,destroyed,destroyed,True
6bc81835-0ee9-48d9-9455-cdba0b2ffb2e,destroyed,no-damage,False
95625a84-4f14-4312-95e1-670bab21fe44,destroyed,destroyed,True
78765f86-595c-4c26-97c5-e9d1a204c1d4,destroyed,destroyed,True
a8e591ea-ae6d-42b7-bfb6-41acb1a5da90,destroyed,destroyed,True
ab50bf06-a12c-4294-8a1d-f4362f8053c8,destroyed,destroyed,True
59ed04b0-ef8e-4e15-a092-f781ad994daf,destroyed,no-damage,False
eb23d9da-d900-43f1-9b2a-8e4626acacc2,destroyed,no-damage,False
f2002387-4964-4ab3-8c46-5fdcbb5d9b47,destroyed,no-damage,False
3e4d106a-69f2-4d47-be83-79c2393c81d2,destroyed,destroyed,True
1b91c8fe-0c3b-47e4-9137-d34557b49b8d,destroyed,no-damage,False
6610eab0-2add-4ef1-b4d5-62c79572e6b7,destroyed,destroyed,True
5908378a-7de8-422d-a324-88eafe7e42cc,destroyed,destroyed,True
2dae6f70-eccf-42d1-96b4-18328b324c70,destroyed,destroyed,True
97075938-45a4-4355-be8d-f3fedef22377,destroyed,destroyed,True
fbdfca11-689e-453a-b68d-cde707d24351,destroyed,no-damage,False
8215a778-cde1-4a7b-a0c3-ddc7d983ee90,destroyed,no-damage,False
52f4e8c1-5f6a-4f49-bb0f-a81a7cb1f75d,destroyed,destroyed,True
4274ea32-1952-4d76-abde-151f5c29c786,destroyed,destroyed,True
0ea80eff-4247-4d49-933f-b244667c5ece,destroyed,no-damage,False
ef5d517d-872b-4295-81b3-3a5e3b5983eb,destroyed,no-damage,False
17eceef3-8dc5-4d98-9a79-6141143e5191,destroyed,no-damage,False
f831d1b9-194b-43dc-af83-f013b8442ef9,destroyed,destroyed,True
f8271c45-a64d-4b3f-9a59-e4a1241d592c,destroyed,no-damage,False
a0038aff-6f28-4ede-94a1-e1c1d84bf0ed,destroyed,destroyed,True
ebe9a478-a8ef-4260-b598-8dcc61e332b5,destroyed,no-damage,False
d8cc1b5f-5cbf-4b31-aba9-57b3dcc79d11,destroyed,no-damage,False
de878e38-320f-41ba-ab46-52cf58810923,destroyed,destroyed,True
235400cf-1ff4-4a3d-aabc-0d10dc0a3025,destroyed,no-damage,False
ba512a46-8ed9-45e5-b32e-c440541f1664,destroyed,destroyed,True
1c1b8317-8020-4b7b-80cf-b28699792b5d,destroyed,destroyed,True
4606f05f-a9a0-4764-b44d-d88ea8e0b982,destroyed,no-damage,False
6aa7bc16-ddfd-4ec8-a5fc-4a96fb2c6b00,destroyed,destroyed,True
f08fda6f-8a27-4087-8209-a0e956523a3b,destroyed,destroyed,True
1f113032-569b-4a65-88c3-664f13ddaf8c,destroyed,destroyed,True
559d7a29-9449-4cb9-ab18-901a49fc0b69,destroyed,no-damage,False
df5ec751-b4fd-4d32-966c-292f57ce3ce2,destroyed,destroyed,True
4440045c-ff3c-4153-9cf1-5984f83592db,destroyed,destroyed,True
620b5459-529a-4976-8bca-9108a8a0c6d4,destroyed,destroyed,True
5993f76f-85ee-4bec-9194-28e794a0a36a,destroyed,destroyed,True
64c9aaab-e74d-4e56-8da6-e0b026f87b24,destroyed,destroyed,True
244b2cf6-2c57-421c-a4b5-39a47eb612b8,destroyed,no-damage,False
f7be2681-2f34-444d-aef7-0009f7804e2e,destroyed,no-damage,False
6d6b6acb-48a7-4828-87f6-b86d93ff373a,destroyed,destroyed,True
4be6f9f9-fde2-4027-a52d-643a643d14f5,destroyed,destroyed,True
4820088a-c9c4-4ea0-92ba-4b22ffc34752,destroyed,no-damage,False
0ab90251-8115-44f8-8256-e61dbb1b5796,destroyed,no-damage,False
aafcc89f-321e-488f-b2df-7dbe8ef9ffee,destroyed,destroyed,True
ff2a2820-2f78-4615-9da7-bf9646a1d46d,destroyed,destroyed,True
a89b3112-ee95-4d09-bc9e-984df757fa49,destroyed,destroyed,True
08a334a7-c512-4187-87f5-d5fdb3de2f13,destroyed,no-damage,False
3513565d-b386-45b4-bc8e-6d5eb5aeafda,destroyed,destroyed,True
65e5263f-f3e8-47a8-89b7-19b9ee7d7391,destroyed,destroyed,True
d7ec4b29-0ce9-43c2-8651-8c6316f53a5e,destroyed,destroyed,True
dd37683a-5e21-4eca-a08a-704b10c7f560,destroyed,no-damage,False
ead74e51-38a0-4e3e-a63f-790727a10aae,destroyed,no-damage,False
8ec310d2-9185-4efc-93b5-fe19df9de4b7,destroyed,destroyed,True
39b45e09-c88f-474d-b60f-82263f129ced,destroyed,no-damage,False
8202bf10-c023-4f27-98e3-f14fcf916d49,destroyed,no-damage,False
b7af94a3-f31e-41ea-afbe-6f40b888e296,destroyed,destroyed,True
8ff01578-cb75-4978-a69c-dfd9677b4fad,destroyed,destroyed,True
052a7057-150e-4bf3-92fa-f16198fca039,destroyed,no-damage,False
20fc41cf-7f44-4675-9425-7dc7ba97bea3,destroyed,destroyed,True
5640882b-cfb1-421c-a16e-0e5b0af96365,destroyed,destroyed,True
b10534fa-beb6-4085-a17d-9b5e8ca76cce,destroyed,no-damage,False
f8123fec-dbb8-4c07-b3df-56cfe43d2f05,destroyed,destroyed,True
67d8d218-a53d-402f-9263-521c995d0a67,destroyed,destroyed,True
39c256ac-515b-4767-bb4b-07478c1dd375,destroyed,destroyed,True
6a69c941-6df3-4037-938a-dcc1179fd01c,destroyed,destroyed,True
c7ed636b-6647-435c-93d9-69e5a6d6ca81,destroyed,destroyed,True
880b496d-24ec-4352-bdef-4ad8d3cc6cdc,minor-damage,no-damage,False
5a65a158-8cdc-44c5-b397-b29dabaa17c8,no-damage,no-damage,True
cb1b584c-0b49-424e-8588-494cfa684247,destroyed,no-damage,False
5c31633f-28c0-4858-b322-d2e926d7854c,no-damage,no-damage,True
6d574ace-29ba-489c-97bf-849e1273f14d,no-damage,no-damage,True
c6b07706-5e90-4477-8feb-5ffe7ffff15e,destroyed,no-damage,False
56806032-f79d-45c1-adb5-09dd30db8588,destroyed,no-damage,False
e7b6c2a9-649a-49cc-96c1-a98690e83303,destroyed,destroyed,True
ed62549c-b94d-442a-92a0-810536283231,destroyed,no-damage,False
78677b68-c4aa-439d-90bd-0e6c5b935103,destroyed,no-damage,False
5126216c-487f-48ea-bd29-1eebbab3270b,destroyed,no-damage,False
9717ea28-344b-499a-b63d-8ab67135e2ad,destroyed,destroyed,True
28edf0cc-5fa7-40ec-b746-039b6d63f846,destroyed,destroyed,True
f1e122cf-87df-439b-951e-110af9b0cc4c,destroyed,destroyed,True
4ccc9d9b-420e-4353-a936-270c65e05986,destroyed,no-damage,False
d16ba08b-54d5-4feb-9349-80da106c2ed5,destroyed,destroyed,True
416b3ebb-c0db-47ef-b9a7-c07bd0ff2232,destroyed,destroyed,True
70062bad-b59b-453a-9a09-83fd7c9f7374,destroyed,destroyed,True
3a40e14f-2d33-41b1-9385-f5aa66f7250a,destroyed,destroyed,True
39771086-ca96-482f-b7a9-cac3c5ed90f2,destroyed,no-damage,False
8b2eda86-7f01-4bc4-9114-30eb183d44b8,no-damage,no-damage,True
11a1dd06-1c94-479e-824a-e658bee2df27,no-damage,no-damage,True
4f1fa46d-76f4-49c2-9683-5e0ffaf59036,no-damage,no-damage,True
41de0f7a-ca31-4a52-8c10-5002bbf42d33,no-damage,no-damage,True
351e22ad-6097-4401-ab25-4ac60d5d3fdb,no-damage,no-damage,True
9f894e3d-f3c4-4b7e-88cb-a3c921eff28e,no-damage,no-damage,True
efc84ce2-7c3b-435d-abde-c40e934ba657,no-damage,no-damage,True
18952ab4-b68c-4c9c-80bc-7798701153e4,no-damage,no-damage,True
76d78c7b-2617-49cf-be7b-07bc24538cfd,no-damage,no-damage,True
315dcdd9-e6ce-4e8b-8f94-eff4087a8e18,no-damage,no-damage,True
fba7e6ab-668a-48a5-98fb-9a0e8127e383,no-damage,no-damage,True
082e2e08-4e28-44bb-a8db-22303fca2aec,no-damage,no-damage,True
32121381-5731-4e60-b51c-a0d444d8592e,no-damage,no-damage,True
6090a0f8-c0ae-4541-8288-b2c27de4a984,destroyed,no-damage,False
7c5838ec-3bed-4660-8d9f-028da55ce02f,no-damage,no-damage,True
2d412339-9708-4c95-9ff3-96287bec9e15,no-damage,no-damage,True
8222ce98-baae-4ea6-bba1-d5dac2bab488,no-damage,no-damage,True
f625fe1b-661a-480c-8178-fcbc935df316,no-damage,no-damage,True
01736adb-a309-4859-b55d-91a1be740893,no-damage,no-damage,True
91568825-8554-47f4-b163-8f018b3c854e,destroyed,no-damage,False
12820ff7-0be9-415f-94e2-9b9e1e186812,no-damage,no-damage,True
4d274831-5ebd-4765-9d25-fe2aeb111617,destroyed,destroyed,True
da9427d9-a9c2-44e8-8458-ddf36430f0f5,no-damage,no-damage,True
76af37c7-d4ad-4307-8cf3-d680dbc3e65e,no-damage,no-damage,True
25634414-9379-4667-a267-14a8adf931e2,destroyed,no-damage,False
f20fe455-b53c-4153-b01f-d9e1ef1a1929,destroyed,no-damage,False
4a279955-4333-4b13-a4d6-21d7be5adb0f,no-damage,no-damage,True
0a5486f0-d055-4c0f-94a0-f47d1db8176d,no-damage,no-damage,True
b190b58f-56c1-43bf-95fc-a684c35470eb,no-damage,no-damage,True
37b5a720-9c79-4252-88b9-97fd86a8e904,no-damage,no-damage,True
20e21e8d-9d40-4205-961c-b76bd2f5909e,no-damage,destroyed,False
bd7850b1-1396-4eba-8cac-c62ed7aa6555,destroyed,destroyed,True
3ef81c52-7a69-4fdb-92aa-98f52675f192,destroyed,destroyed,True
e7ec2c14-2683-4ec0-8a72-47cc9d0c4ac3,no-damage,destroyed,False
4bd16ed6-5f94-4699-8442-bdf4d0dbcc0e,destroyed,destroyed,True
c8233658-3141-4b22-b4c8-d0d100cae9cc,destroyed,destroyed,True
f9e0df6b-ea49-41e8-8ef1-3b9f17be99a0,destroyed,no-damage,False
4d521831-d3eb-4729-8631-55c4357c428f,minor-damage,no-damage,False
1a6af073-ef97-47f6-b90a-8be18ff94cba,no-damage,no-damage,True
3344b6db-9c51-4352-9bb9-e346532afe77,destroyed,destroyed,True
bbe42fc9-35f8-44dd-9bce-8ade2e34c5d4,destroyed,destroyed,True
759e5669-b711-4974-8627-52598dfdc11b,no-damage,no-damage,True
7c687a9e-f8a6-4142-9636-f8acdabcd6eb,destroyed,destroyed,True
08a8cea7-7fa7-4345-87e4-48f67b0b9856,no-damage,no-damage,True
4b8a2e1d-361b-4050-9217-cffccffcb49d,no-damage,no-damage,True
f8801c2c-6a42-4e8d-9b75-8c952238138a,no-damage,destroyed,False
efe3f4e0-3566-460e-8e75-65dac9e1a19e,no-damage,no-damage,True
b667998b-7611-4676-b00f-8812e137f1d2,no-damage,no-damage,True
71d4af9b-5a45-4853-b182-e109c2786ac3,no-damage,no-damage,True
70be566a-613f-4a24-beea-2dc145df1f30,no-damage,no-damage,True
f8c50f76-2b48-4587-9b8b-90dc936e894e,no-damage,no-damage,True
580d09f7-3fc9-4b13-a230-61900a766829,no-damage,no-damage,True
7d634387-0d09-4aea-b6d2-7a91922b793c,destroyed,destroyed,True
12b7c8fd-23f7-4096-a4f3-0e42cc857046,no-damage,no-damage,True
062fbd93-5d59-4286-bcf6-d6953e2bb6d2,destroyed,destroyed,True
ad1de25b-0935-4af8-a966-2811b0131ab5,destroyed,destroyed,True
0fca8a7b-8971-402e-9bac-2483cedae841,destroyed,destroyed,True
15707797-fcea-46a7-b464-048a85e472f7,no-damage,no-damage,True
bfb1f29b-579f-4b7f-b05a-77798d6c9d9e,no-damage,no-damage,True
775b1afd-67be-4a45-9be9-a485d8cf7a70,no-damage,no-damage,True
71e926a3-207f-439c-b4fa-992acc672890,destroyed,no-damage,False
05eaf3c9-52be-404e-87c4-fde49b27421e,no-damage,no-damage,True
5efae024-8748-4fa0-a7f2-e8f62637a267,un-classified,no-damage,False
288b91e1-6154-4311-b725-b1be1094e48e,un-classified,destroyed,False
3d3bdda8-827f-4202-8cde-a81ed01965a9,destroyed,no-damage,False
1efb6e21-0bf8-43a1-b4ef-73d4b50ba8bf,no-damage,no-damage,True
bac3e1a8-d38b-4877-b005-9b661acd66ab,destroyed,destroyed,True
9c8d4526-29be-4fa0-a8d1-6f3bb23dd990,destroyed,destroyed,True
36995d89-0058-4c66-8cc8-f482ac22a03f,no-damage,no-damage,True
f43b6e65-1c4f-48cc-a130-39926ab7a10f,no-damage,no-damage,True
0673d0e7-8952-4b29-bb57-07c7494c93ea,no-damage,destroyed,False
cc71a064-c202-4fae-92a5-6f31ae9ec4b2,no-damage,destroyed,False
f8fba8a0-a6ee-4a81-83b8-81c2da39bc36,no-damage,no-damage,True
192b2c39-65ca-4b9d-8811-352089c62a2c,no-damage,no-damage,True
4df08628-0d47-4045-9ed6-28d8aa08b9e6,no-damage,no-damage,True
e7264b43-ca4f-4a87-8c9e-b4e7e787354e,no-damage,no-damage,True
a4812e9e-ca80-4313-82db-76fac4644cc5,no-damage,no-damage,True
c2d39453-310f-430e-8c94-cac6a7a315e3,no-damage,no-damage,True
e4e5f547-4928-4a1d-b3fc-4ef35b5f996a,no-damage,destroyed,False
1980aa3e-e982-4c2a-a419-0fd6cc40a074,no-damage,destroyed,False
901f2034-b3d8-420f-9815-c8e58f102a68,no-damage,destroyed,False
ec6988eb-cdbb-48c0-b65e-3d7ab4112c7a,destroyed,no-damage,False
b3f50b90-e33f-4ff3-81c2-8ca015a3b072,destroyed,no-damage,False
936c9eec-8b90-4afd-9b47-4f2a198c2670,destroyed,destroyed,True
0a58d1f8-33f9-4709-ae46-fa0ed876c0b9,destroyed,destroyed,True
4c53d6f9-ea64-43bb-8db5-cae799660c7c,destroyed,destroyed,True
064e27bb-e819-44ce-a441-e508eef9f3fc,destroyed,destroyed,True
8ee9b5da-f341-4df7-aa8b-2f5069ed934e,destroyed,destroyed,True
f7fb3036-5dd1-4049-b492-49daa4b4b8ba,destroyed,no-damage,False
43b19c81-4193-4329-8447-53b2eec17a44,destroyed,no-damage,False
12013781-9699-4615-8980-8c16fb4a0397,destroyed,no-damage,False
7bbadcdc-4d5e-46f6-a82d-01dad3a7431b,destroyed,destroyed,True
c579e15d-2a84-489e-b749-f4165e27eb92,destroyed,destroyed,True
0c12ade5-9c36-47da-9597-e13cdfcf3c9c,destroyed,destroyed,True
288f15d4-83c8-4f2b-81fd-49a6ebd4821e,destroyed,destroyed,True
c484d8b1-296b-4755-b445-45f584155870,destroyed,destroyed,True
1bc4fd6c-e8b5-42d4-9f26-ab70b22f6887,destroyed,no-damage,False
d8712e7b-a100-46ce-bde0-890b71aba0fd,destroyed,destroyed,True
5e1ccf9f-7872-4bcc-a2f3-6eb09dff883f,destroyed,no-damage,False
d931b001-76ce-477c-92a7-fb33579065ba,destroyed,destroyed,True
19d5cf0d-6076-4d79-a53a-a3ef35c7f438,destroyed,destroyed,True
80c63bdb-ccc1-4067-b162-72a2f97e7495,destroyed,destroyed,True
39f6e863-4a99-48f4-998e-b94353136ad6,destroyed,no-damage,False
21b25e41-a24a-4b3c-bee4-28acada450eb,destroyed,no-damage,False
e1a1f661-09a9-4299-bb2a-7a63dc6143c0,destroyed,destroyed,True
33dc9ad8-79da-4cd6-b7e7-ba9934205354,destroyed,destroyed,True
e8cf7aba-46d6-42cf-bda0-44816e1f2326,destroyed,destroyed,True
f4cf90c7-3556-4110-af80-d8965b81a66f,destroyed,no-damage,False
61ae1755-0eaf-4fc1-8310-686acd8b6c1b,destroyed,no-damage,False
481181a4-6716-403a-a53a-4ca58610d975,destroyed,destroyed,True
e27ac28e-2ec7-4c0f-ba92-6dc4b2140e93,destroyed,destroyed,True
cb1e3245-1e31-41cf-9c4f-2425c37c0713,destroyed,destroyed,True
e690a88f-bd9a-4455-9ba9-d49b8bb1c34c,destroyed,destroyed,True
3eb2f95e-c4ac-4323-9030-6e5b774af9a1,destroyed,no-damage,False
1411965d-aa92-4cc5-a9db-91bdffc5c4ae,destroyed,destroyed,True
e1111c15-d58a-437b-a659-3ef873f10b53,destroyed,no-damage,False
edd52965-c1bf-452d-a93b-84f64931f674,destroyed,no-damage,False
f0d15391-29b3-4fc3-a277-0d5d86c11440,destroyed,no-damage,False
